title,url
周杰倫 Jay Chou【蒲公英的約定 A Dandelion's Promise】Official MV,https://www.youtube.com/watch?v=VitJnr3IySc&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【無雙 Incomparable】Official MV,https://www.youtube.com/watch?v=IYiIL2ZgOK4&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【我不配 Not Good Enough For You】Official MV,https://www.youtube.com/watch?v=s-VFpsrbWLk&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【扯 Pull Apart】Official MV,https://www.youtube.com/watch?v=f5hakuX3lCA&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【甜甜的 Sweet】Official MV,https://www.youtube.com/watch?v=mm8T-lBXQXA&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【最長的電影 The Longest Movie】Official MV,https://www.youtube.com/watch?v=2zxc27bvrO8&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【龍戰騎士 Dragon Rider】Official MV,https://www.youtube.com/watch?v=6VRioN8euIs&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【給我一首歌的時間 Give me the Time of One Song】Official MV,https://www.youtube.com/watch?v=wt0RKW3aC84&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【蛇舞 Snake Dance】Official MV,https://www.youtube.com/watch?v=aO9SU-w8hnM&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【花海 Floral Sea】Official MV,https://www.youtube.com/watch?v=q1ww6bDjfiI&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【魔術先生Magician】Official MV,https://www.youtube.com/watch?v=UXwHuKmuhW8&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【說好的幸福呢 The Promised Love】Official MV,https://www.youtube.com/watch?v=mLFhTFiX0uM&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【蘭亭序 Lan-Ting-Xu】Official MV,https://www.youtube.com/watch?v=s5Xl5MXboas&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【流浪詩人 Drifting Poet】Official MV,https://www.youtube.com/watch?v=-ytYpXm3cv0&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【時光機 Time Machine】Official MV,https://www.youtube.com/watch?v=nCfrfCzaB2A&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【喬克叔叔 Uncle Joker】Official MV,https://www.youtube.com/watch?v=GKT_1DTa2as&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【稻香 Rice Field】Official MV,https://www.youtube.com/watch?v=sHD_z90ZKV0&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【跨時代 The Era】Official MV,https://www.youtube.com/watch?v=-WkecBaA4z8&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【說了再見 Say Goodbye】Official MV,https://www.youtube.com/watch?v=KKsioz-zaZY&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【煙花易冷 Fade Away】Official MV,https://www.youtube.com/watch?v=COMHDRqAvYE&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【免費教學錄影帶 Free Tutorial Video】Official MV,https://www.youtube.com/watch?v=lqVvHAFPIrw&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【好久不見 Long Time No See】Official MV,https://www.youtube.com/watch?v=uAUBexRRFr0&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【雨下一整晚 Rain All Night】Official MV,https://www.youtube.com/watch?v=jOxzAsnx9-0&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【嘻哈空姐 Hip-hop Flight Attendant】Official MV,https://www.youtube.com/watch?v=I1boAt2ChIs&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【我落淚 情緒零碎 Tears of Scattered Emotion】Official MV,https://www.youtube.com/watch?v=6d0v2InyN_w&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【愛的飛行日記 Diary of Love (feat. 楊瑞代 Gary)】Official MV,https://www.youtube.com/watch?v=odNYK272RtQ&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【自導自演 Self-directed Act】Official MV,https://www.youtube.com/watch?v=pbyWurQZ948&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【超人不會飛 Superman Can't Fly】Official MV,https://www.youtube.com/watch?v=4j0Fgmsxr-o&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【驚嘆號 Exclamation Point】Official MV,https://www.youtube.com/watch?v=JNS-KT_iwmg&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【迷魂曲 Enchanting Melody】Official MV,https://www.youtube.com/watch?v=rFxBQWh7ZOQ&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【Mine Mine】Official MV,https://www.youtube.com/watch?v=me7jfhFIZvk&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【公主病 Princess Syndrome】Official MV,https://www.youtube.com/watch?v=S-p4gXbIifo&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【你好嗎 How Are You】Official MV,https://www.youtube.com/watch?v=Wrbjahfg8RM&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【療傷燒肉粽 Healing Rice Dumpling】Official MV,https://www.youtube.com/watch?v=Aa5j0_61Xfo&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【琴傷 Piano of Sorrow】Official MV,https://www.youtube.com/watch?v=yHoadRoVF-U&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【水手怕水 Sailor Afraid of Water】Official MV,https://www.youtube.com/watch?v=wUJ37I6au2w&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【世界未末日 Not the End of the World】Official MV,https://www.youtube.com/watch?v=IteE-HMVJ1M&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【皮影戲 Shadow Play】Official MV,https://www.youtube.com/watch?v=qeW7xypeu6o&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【超跑女神 Sports Car Model】Official MV,https://www.youtube.com/watch?v=CllkiAZajJI&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【四季列車 Four Seasons Train】Official MV,https://www.youtube.com/watch?v=SnKAHq6O0Is&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【手語 Sign Language】-Official Music Video,https://www.youtube.com/watch?v=ChXiROKng30&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【公公偏頭痛 Eunuch with a Headache】Official MV,https://www.youtube.com/watch?v=FbqBv7Tz1QY&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【明明就 Ming Ming Jiu】Official MV,https://www.youtube.com/watch?v=UBySINroNkw&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【傻笑 Smile (feat. 袁詠琳 Cindy)】Official MV,https://www.youtube.com/watch?v=rKFtivD7Rvw&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【比較大的大提琴 A Larger Cello】Official MV,https://www.youtube.com/watch?v=P_XikgjUOS0&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【愛你沒差 Love you, no matter what】Official MV",https://www.youtube.com/watch?v=miBGaUagOz8&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【紅塵客棧 Hong-Chen Inn】Official MV,https://www.youtube.com/watch?v=L6joGUdc6y4&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【夢想啟動 Dream】Official MV,https://www.youtube.com/watch?v=b42KZYgxXZ0&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【大笨鐘 Big Ben】Official MV,https://www.youtube.com/watch?v=-u4sPnpaFEA&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【哪裡都是你 You are everywhere】Official MV,https://www.youtube.com/watch?v=yfn8sE9obWU&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【烏克麗麗 Ukulele】Official MV,https://www.youtube.com/watch?v=-QqpEvN2Xd8&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【陽明山 Yang-Ming Mountain】Official MV (ft. Henry Link),https://www.youtube.com/watch?v=BZlFlBnwfOQ&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【竊愛 Stolen Love】Official MV,https://www.youtube.com/watch?v=6ZeE3vgwQSI&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【算什麼男人 What Kind of Man】Official MV (ft. 林依晨),https://www.youtube.com/watch?v=v489sYYjtHI&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【天涯過客 Passer-by】Official MV,https://www.youtube.com/watch?v=-gJzlOJ0Zoo&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【怎麼了 What's Wrong (feat. 袁詠琳 Cindy)】Official MV,https://www.youtube.com/watch?v=RcdscWaat_w&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【一口氣全唸對 One Breath】Official MV,https://www.youtube.com/watch?v=C18nyaRnR1Q&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【我要夏天 I Want Summer (feat. 楊瑞代 Gary)】Official MV,https://www.youtube.com/watch?v=3LFDEeLm0ss&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【手寫的從前 Handwritten Past】Official MV,https://www.youtube.com/watch?v=TMB6-YflpA4&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【鞋子特大號 Extra Large Shoes】Official MV,https://www.youtube.com/watch?v=syYc5dydzmE&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【聽爸爸的話 Listen to Dad】Official MV,https://www.youtube.com/watch?v=eS2T9IiOYbc&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【美人魚 Mermaid】Official MV,https://www.youtube.com/watch?v=nHtW9w12uYc&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【聽見下雨的聲音 Rhythm of the Rain】Official MV,https://www.youtube.com/watch?v=zqKoXPHhmsM&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【床邊故事 Bedtime Stories】Official MV,https://www.youtube.com/watch?v=-7r6VqSllNg&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【 說走就走 Let's Go】Official MV,https://www.youtube.com/watch?v=NH43WjeoVgs&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【一點點 A Little Bit】Official MV,https://www.youtube.com/watch?v=COhiu3c7Sgc&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【前世情人 Lover From Previous Life】Official MV,https://www.youtube.com/watch?v=j9k3liT2MLo&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【英雄（2017英雄聯盟世界大賽 混音版）Hero (Worlds Remix) | Worlds 2017 - League of Legends,https://www.youtube.com/watch?v=Xo1RPOrOvK4&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou (feat. 林書豪Jeremy Lin)【土耳其冰淇淋 Tu Er Qi Ice Cream】Official MV,https://www.youtube.com/watch?v=kOriLqPD7PI&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou (特別演出: 派偉俊)【告白氣球 Love Confession】Official MV,https://www.youtube.com/watch?v=bu7nU9Mhpyo&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【Now You See Me】Official MV (120s),https://www.youtube.com/watch?v=LbUKhXO2oCs&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【愛情廢柴 Failure at love】Official MV,https://www.youtube.com/watch?v=2kdYSeoHChg&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【等你下課 Waiting For You  (with 楊瑞代 Gary)】歌詞版Lyrics MV,https://www.youtube.com/watch?v=kfXdP7nZIiE&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【不愛我就拉倒 If You Don't Love Me, It's Fine】Official MV 發燒影片華語地區蟬聯第一 美國直衝前二",https://www.youtube.com/watch?v=MAjY8mCTXWk&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【軌跡 HD】Official MV,https://www.youtube.com/watch?v=7O2ak5803mI&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【霍元甲 Fearless】Official MV,https://www.youtube.com/watch?v=wr-6wwt8RXk&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【黃金甲 Golden Armor】Official MV,https://www.youtube.com/watch?v=DuErkkiCaZU&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【不能說的祕密 Secret】Official MV,https://www.youtube.com/watch?v=uIWypArI73w&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
周杰倫 Jay Chou【周大俠 Master Chou】Official MV(電影「功夫灌籃」主題曲),https://www.youtube.com/watch?v=EZxhW-uSN_I&list=PLoXw5hFmURCQOx8SZRrLhZUj8s3FOUWgZ
